40858,17420536,49295360
123191,18365768,48771072
218978,12818328,49557504
313796,16496712,49557504
412052,18959840,50343936
519544,14447472,49557504
633104,22978488,49819648
749127,24012472,50081792
867467,21193656,49819648
988372,6082328,50081792
1110778,16959936,48771072
1233176,15790488,49295360
1357926,18069936,49295360
1483220,17645160,48508928
1607379,18772056,50343936
